anime_id,name,genre,type,episodes,rating,members,english_name,status,description,image_url
1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,4,7.05,3279,Queen Emeraldas,completed,Discover the epic story of Queen Emeraldas. A must-watch for all anime fans!,https://picsum.photos/seed/1553/225/320
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684,Renkin San-kyuu Magical? Pokaan Specials,completed,Discover the epic story of Renkin San-kyuu Magical? Pokaan Specials. A must-watch for all anime fans!,https://picsum.photos/seed/1489/225/320
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,12,7.05,46940,Ro-Kyu-Bu!,completed,Discover the epic story of Ro-Kyu-Bu!. A must-watch for all anime fans!,https://picsum.photos/seed/10572/225/320
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1,7.05,10277,Saint Seiya: Jashin Eris,completed,Discover the epic story of Saint Seiya: Jashin Eris. A must-watch for all anime fans!,https://picsum.photos/seed/1256/225/320
789,Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural",TV,6,7.05,32297,Shinigami no Ballad.,completed,Discover the epic story of Shinigami no Ballad.. A must-watch for all anime fans!,https://picsum.photos/seed/789/225/320
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,7.05,4741,Stranger: Mukou Hadan Pilot,completed,Discover the epic story of Stranger: Mukou Hadan Pilot. A must-watch for all anime fans!,https://picsum.photos/seed/14617/225/320
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133,Taimadou Gakuen 35 Shiken Shoutai,completed,Discover the epic story of Taimadou Gakuen 35 Shiken Shoutai. A must-watch for all anime fans!,https://picsum.photos/seed/24133/225/320
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,1,7.05,5050,Tantei Opera Milky Holmes: Summer Special,completed,Discover the epic story of Tantei Opera Milky Holmes: Summer Special. A must-watch for all anime fans!,https://picsum.photos/seed/10923/225/320
15673,Tell Your World,Music,Music,1,7.05,2630,Tell Your World,completed,Discover the epic story of Tell Your World. A must-watch for all anime fans!,https://picsum.photos/seed/15673/225/320
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754,To Heart 2 OVA,completed,Discover the epic story of To Heart 2 OVA. A must-watch for all anime fans!,https://picsum.photos/seed/1720/225/320
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,completed,Discover the epic story of Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special. A must-watch for all anime fans!,https://picsum.photos/seed/30547/225/320
26453,Tribe Cool Crew,"Music, School",TV,50,7.05,3334,Tribe Cool Crew,completed,Discover the epic story of Tribe Cool Crew. A must-watch for all anime fans!,https://picsum.photos/seed/26453/225/320
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,112,7.05,550,Tsuyoshi Shikkari Shinasai,completed,Discover the epic story of Tsuyoshi Shikkari Shinasai. A must-watch for all anime fans!,https://picsum.photos/seed/5992/225/320
2006,Yuâ˜†Giâ˜†Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934,Yuâ˜†Giâ˜†Oh! (1999),completed,Discover the epic story of Yuâ˜†Giâ˜†Oh! (1999). A must-watch for all anime fans!,https://picsum.photos/seed/2006/225/320
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48,7.04,15937,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,completed,Discover the epic story of Aa! Megami-sama!: Chichaitte Koto wa Benri da ne. A must-watch for all anime fans!,https://picsum.photos/seed/303/225/320
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,1,7.04,12647,Ai Yori Aoshi: Enishi - Miyuki,completed,Discover the epic story of Ai Yori Aoshi: Enishi - Miyuki. A must-watch for all anime fans!,https://picsum.photos/seed/3266/225/320
3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13,7.04,41920,Amatsuki,completed,Discover the epic story of Amatsuki. A must-watch for all anime fans!,https://picsum.photos/seed/3359/225/320
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51,7.04,1511,Animal Yokochou,completed,Discover the epic story of Animal Yokochou. A must-watch for all anime fans!,https://picsum.photos/seed/280/225/320
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",OVA,1,7.04,5794,Animation Seisaku Shinkou Kuromi-chan,completed,Discover the epic story of Animation Seisaku Shinkou Kuromi-chan. A must-watch for all anime fans!,https://picsum.photos/seed/1797/225/320
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,1,7.04,16405,Candy Boy Episode: EX01 - Mirai Yohouzu,completed,Discover the epic story of Candy Boy Episode: EX01 - Mirai Yohouzu. A must-watch for all anime fans!,https://picsum.photos/seed/5116/225/320
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Comedy, Kids, Shounen",Movie,1,7.04,478,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,completed,Discover the epic story of Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki. A must-watch for all anime fans!,https://picsum.photos/seed/27653/225/320
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,7.04,46874,Daitoshokan no Hitsujikai,completed,Discover the epic story of Daitoshokan no Hitsujikai. A must-watch for all anime fans!,https://picsum.photos/seed/17827/225/320
8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30,7.04,22723,Digimon Xros Wars,completed,Discover the epic story of Digimon Xros Wars. A must-watch for all anime fans!,https://picsum.photos/seed/8624/225/320
28221,Etotama,"Action, Comedy, Fantasy",TV,12,7.04,36463,Etotama,completed,Discover the epic story of Etotama. A must-watch for all anime fans!,https://picsum.photos/seed/28221/225/320
5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",TV,11,7.04,8554,Genji Monogatari Sennenki,completed,Discover the epic story of Genji Monogatari Sennenki. A must-watch for all anime fans!,https://picsum.photos/seed/5155/225/320
19261,Gintama x Mameshiba,"Comedy, Parody",Special,6,7.04,5566,Gintama x Mameshiba,completed,Discover the epic story of Gintama x Mameshiba. A must-watch for all anime fans!,https://picsum.photos/seed/19261/225/320
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6,7.04,5867,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,completed,Discover the epic story of Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza. A must-watch for all anime fans!,https://picsum.photos/seed/18343/225/320
2280,Hare Tokidoki Buta (TV),Comedy,TV,61,7.04,607,Hare Tokidoki Buta (TV),completed,Discover the epic story of Hare Tokidoki Buta (TV). A must-watch for all anime fans!,https://picsum.photos/seed/2280/225/320
2999,Hi no Tori: Yamato-hen,"Drama, Historical",OVA,1,7.04,1069,Hi no Tori: Yamato-hen,completed,Discover the epic story of Hi no Tori: Yamato-hen. A must-watch for all anime fans!,https://picsum.photos/seed/2999/225/320
10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.04,85178,Hoshizora e Kakaru Hashi,completed,Discover the epic story of Hoshizora e Kakaru Hashi. A must-watch for all anime fans!,https://picsum.photos/seed/10079/225/320
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,7.04,100999,Kantai Collection: KanColle,completed,Discover the epic story of Kantai Collection: KanColle. A must-watch for all anime fans!,https://picsum.photos/seed/21511/225/320
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1,7.04,625,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,completed,Discover the epic story of Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo. A must-watch for all anime fans!,https://picsum.photos/seed/32376/225/320
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen",OVA,2,7.04,782,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,completed,Discover the epic story of Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen. A must-watch for all anime fans!,https://picsum.photos/seed/15819/225/320
580,Kogepan,Comedy,TV,10,7.04,4436,Kogepan,completed,Discover the epic story of Kogepan. A must-watch for all anime fans!,https://picsum.photos/seed/580/225/320
10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,1,7.04,7198,Kowarekake no Orgel Special,completed,Discover the epic story of Kowarekake no Orgel Special. A must-watch for all anime fans!,https://picsum.photos/seed/10122/225/320
1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1,7.04,3279,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,completed,Discover the epic story of Lupin III: Ai no Da Capo - Fujiko's Unlucky Days. A must-watch for all anime fans!,https://picsum.photos/seed/1431/225/320
1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.04,5199,Macross Flash Back 2012,completed,Discover the epic story of Macross Flash Back 2012. A must-watch for all anime fans!,https://picsum.photos/seed/1504/225/320
31884,Mahoutsukai Precure!,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,48,7.04,3865,Mahoutsukai Precure!,completed,Discover the epic story of Mahoutsukai Precure!. A must-watch for all anime fans!,https://picsum.photos/seed/31884/225/320
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.04,9568,Manie-Manie: Meikyuu Monogatari,completed,Discover the epic story of Manie-Manie: Meikyuu Monogatari. A must-watch for all anime fans!,https://picsum.photos/seed/1951/225/320
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,"Mecha, Sci-Fi",OVA,3,7.04,6864,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,completed,Discover the epic story of Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront. A must-watch for all anime fans!,https://picsum.photos/seed/4232/225/320
30514,Nisekoimonogatari,Music,ONA,1,7.04,17116,Nisekoimonogatari,completed,Discover the epic story of Nisekoimonogatari. A must-watch for all anime fans!,https://picsum.photos/seed/30514/225/320
12591,Ojamajo Doremi OVA,"Kids, Magic",OVA,3,7.04,799,Ojamajo Doremi OVA,completed,Discover the epic story of Ojamajo Doremi OVA. A must-watch for all anime fans!,https://picsum.photos/seed/12591/225/320
32634,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,12,7.04,4250,Okusama ga Seitokaichou!: Okusama Gekijou,completed,Discover the epic story of Okusama ga Seitokaichou!: Okusama Gekijou. A must-watch for all anime fans!,https://picsum.photos/seed/32634/225/320
33606,One Piece Film: Gold Episode 0 - 711 ver.,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.04,4166,One Piece Film: Gold Episode 0 - 711 ver.,completed,Discover the epic story of One Piece Film: Gold Episode 0 - 711 ver.. A must-watch for all anime fans!,https://picsum.photos/seed/33606/225/320
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,14,7.04,13647,Pokemon Best Wishes! Season 2: Episode N,completed,Discover the epic story of Pokemon Best Wishes! Season 2: Episode N. A must-watch for all anime fans!,https://picsum.photos/seed/17115/225/320
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,7.04,13929,Pokemon Crystal: Raikou Ikazuchi no Densetsu,completed,Discover the epic story of Pokemon Crystal: Raikou Ikazuchi no Densetsu. A must-watch for all anime fans!,https://picsum.photos/seed/1525/225/320
16678,Pokemon: Pikachu to Eevee Friends,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.04,3849,Pokemon: Pikachu to Eevee Friends,completed,Discover the epic story of Pokemon: Pikachu to Eevee Friends. A must-watch for all anime fans!,https://picsum.photos/seed/16678/225/320
32160,Precure All Stars Movie: Minna de Utauâ™ª - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,7.04,699,Precure All Stars Movie: Minna de Utauâ™ª - Kiseki no Mahou,completed,Discover the epic story of Precure All Stars Movie: Minna de Utauâ™ª - Kiseki no Mahou. A must-watch for all anime fans!,https://picsum.photos/seed/32160/225/320
31559,Prince of Stride: Alternative,Sports,TV,12,7.04,79630,Prince of Stride: Alternative,completed,Discover the epic story of Prince of Stride: Alternative. A must-watch for all anime fans!,https://picsum.photos/seed/31559/225/320
5996,Prince of Tennis: Oshougatsu Special,"Action, Comedy, Shounen, Sports",Special,1,7.04,5000,Prince of Tennis: Oshougatsu Special,completed,Discover the epic story of Prince of Tennis: Oshougatsu Special. A must-watch for all anime fans!,https://picsum.photos/seed/5996/225/320
1357,Shin Hokuto no Ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,3,7.04,6426,Shin Hokuto no Ken,completed,Discover the epic story of Shin Hokuto no Ken. A must-watch for all anime fans!,https://picsum.photos/seed/1357/225/320
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,1,7.04,31182,Shisha no Teikoku,completed,Discover the epic story of Shisha no Teikoku. A must-watch for all anime fans!,https://picsum.photos/seed/28625/225/320
7768,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,12,7.04,28812,Tantei Opera Milky Holmes,completed,Discover the epic story of Tantei Opera Milky Holmes. A must-watch for all anime fans!,https://picsum.photos/seed/7768/225/320
4208,Tetsujin 28-gou (1980),"Action, Mecha",TV,51,7.04,821,Tetsujin 28-gou (1980),completed,Discover the epic story of Tetsujin 28-gou (1980). A must-watch for all anime fans!,https://picsum.photos/seed/4208/225/320
2625,Theâ˜†Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.04,621,Theâ˜†Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,completed,Discover the epic story of Theâ˜†Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel. A must-watch for all anime fans!,https://picsum.photos/seed/2625/225/320
4166,To Heart 2 AD,"Comedy, Ecchi, Romance",OVA,2,7.04,4412,To Heart 2 AD,completed,Discover the epic story of To Heart 2 AD. A must-watch for all anime fans!,https://picsum.photos/seed/4166/225/320
687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,52,7.04,67936,Tokyo Mew Mew,completed,Discover the epic story of Tokyo Mew Mew. A must-watch for all anime fans!,https://picsum.photos/seed/687/225/320
711,Uchuu Senkan Yamato (Movie),"Drama, Military, Sci-Fi, Space",Movie,1,7.04,2154,Uchuu Senkan Yamato (Movie),completed,Discover the epic story of Uchuu Senkan Yamato (Movie). A must-watch for all anime fans!,https://picsum.photos/seed/711/225/320
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,7.04,23727,Vampire Knight: Gekiai no Portrait,completed,Discover the epic story of Vampire Knight: Gekiai no Portrait. A must-watch for all anime fans!,https://picsum.photos/seed/8422/225/320
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Movie,1,7.04,14754,Vexille: 2077 Nihon Sakoku,completed,Discover the epic story of Vexille: 2077 Nihon Sakoku. A must-watch for all anime fans!,https://picsum.photos/seed/2746/225/320
19023,"Wake Up, Girls!","Drama, Music",TV,12,7.04,29679,"Wake Up, Girls!",completed,"Discover the epic story of Wake Up, Girls!. A must-watch for all anime fans!",https://picsum.photos/seed/19023/225/320
6165,White Album 2nd Season,"Drama, Harem, Music, Romance",TV,13,7.04,24889,White Album 2nd Season,completed,Discover the epic story of White Album 2nd Season. A must-watch for all anime fans!,https://picsum.photos/seed/6165/225/320
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,7.04,23532,Zero no Tsukaima: Princesses no Rondo Picture Drama,completed,Discover the epic story of Zero no Tsukaima: Princesses no Rondo Picture Drama. A must-watch for all anime fans!,https://picsum.photos/seed/6489/225/320
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26,7.04,6753,"Zone of the Enders: Dolores, I",completed,"Discover the epic story of Zone of the Enders: Dolores, I. A must-watch for all anime fans!",https://picsum.photos/seed/1249/225/320
31763,Accel World: InfiniteâˆžBurst,"Action, Game, Romance, School, Sci-Fi",Movie,1,7.03,21916,Accel World: InfiniteâˆžBurst,completed,Discover the epic story of Accel World: InfiniteâˆžBurst. A must-watch for all anime fans!,https://picsum.photos/seed/31763/225/320
1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,6,7.03,10953,Arslan Senki,completed,Discover the epic story of Arslan Senki. A must-watch for all anime fans!,https://picsum.photos/seed/1762/225/320
10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""","Comedy, Parody",ONA,1,7.03,18934,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",completed,"Discover the epic story of Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou"". A must-watch for all anime fans!",https://picsum.photos/seed/10431/225/320
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,13,7.03,135255,Code:Breaker,completed,Discover the epic story of Code:Breaker. A must-watch for all anime fans!,https://picsum.photos/seed/11703/225/320
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.03,27194,Dragon Ball Movie 2: Majinjou no Nemuri Hime,completed,Discover the epic story of Dragon Ball Movie 2: Majinjou no Nemuri Hime. A must-watch for all anime fans!,https://picsum.photos/seed/891/225/320
12035,Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Movie,1,7.03,2697,Dwaejiui Wang,completed,Discover the epic story of Dwaejiui Wang. A must-watch for all anime fans!,https://picsum.photos/seed/12035/225/320
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,1,7.03,18682,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,completed,Discover the epic story of Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho. A must-watch for all anime fans!,https://picsum.photos/seed/9347/225/320
1929,Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,47,7.03,7189,Futari wa Precure: Max Heart,completed,Discover the epic story of Futari wa Precure: Max Heart. A must-watch for all anime fans!,https://picsum.photos/seed/1929/225/320
981,Ichigo 100% OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,4,7.03,19508,Ichigo 100% OVA,completed,Discover the epic story of Ichigo 100% OVA. A must-watch for all anime fans!,https://picsum.photos/seed/981/225/320
20945,Iron Kid,"Action, Adventure, Comedy, Sci-Fi",TV,26,7.03,908,Iron Kid,completed,Discover the epic story of Iron Kid. A must-watch for all anime fans!,https://picsum.photos/seed/20945/225/320
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,1,7.03,613,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,completed,Discover the epic story of Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle. A must-watch for all anime fans!,https://picsum.photos/seed/11281/225/320
5968,Kinnikuman II Sei: Ultimate Muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,13,7.03,2019,Kinnikuman II Sei: Ultimate Muscle 2,completed,Discover the epic story of Kinnikuman II Sei: Ultimate Muscle 2. A must-watch for all anime fans!,https://picsum.photos/seed/5968/225/320
18045,Koi to Senkyo to Chocolate Special,"Drama, Romance, School",Special,1,7.03,15430,Koi to Senkyo to Chocolate Special,completed,Discover the epic story of Koi to Senkyo to Chocolate Special. A must-watch for all anime fans!,https://picsum.photos/seed/18045/225/320
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,13,7.03,6786,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,completed,Discover the epic story of Koisuru Tenshi Angelique: Kokoro no Mezameru Toki. A must-watch for all anime fans!,https://picsum.photos/seed/1578/225/320
1032,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,1,7.03,3536,Kumo no You ni Kaze no You ni,completed,Discover the epic story of Kumo no You ni Kaze no You ni. A must-watch for all anime fans!,https://picsum.photos/seed/1032/225/320
33197,Lostorage Incited WIXOSS,"Game, Psychological",TV,12,7.03,21893,Lostorage Incited WIXOSS,completed,Discover the epic story of Lostorage Incited WIXOSS. A must-watch for all anime fans!,https://picsum.photos/seed/33197/225/320
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Shounen",Special,1,7.03,3235,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,completed,Discover the epic story of Lupin III: Bye Bye Liberty - Kiki Ippatsu!. A must-watch for all anime fans!,https://picsum.photos/seed/1415/225/320
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7,7.03,3232,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,completed,Discover the epic story of Mini Sengoku Basara Two: Tsukiyo no Katakura-kun. A must-watch for all anime fans!,https://picsum.photos/seed/9630/225/320
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931,Mirai Shounen Conan 2: Taiga Daibouken,completed,Discover the epic story of Mirai Shounen Conan 2: Taiga Daibouken. A must-watch for all anime fans!,https://picsum.photos/seed/2613/225/320
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi",Special,1,7.03,15958,Mizu no Kotoba,completed,Discover the epic story of Mizu no Kotoba. A must-watch for all anime fans!,https://picsum.photos/seed/2235/225/320
1174,Munto,"Fantasy, Magic, Romance",OVA,1,7.03,12271,Munto,completed,Discover the epic story of Munto. A must-watch for all anime fans!,https://picsum.photos/seed/1174/225/320
31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,7.03,168482,Musaigen no Phantom World,completed,Discover the epic story of Musaigen no Phantom World. A must-watch for all anime fans!,https://picsum.photos/seed/31442/225/320
229,Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,12,7.03,23125,Ninin ga Shinobuden,completed,Discover the epic story of Ninin ga Shinobuden. A must-watch for all anime fans!,https://picsum.photos/seed/229/225/320
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids",ONA,1,7.04,4068,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,completed,Discover the epic story of Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation. A must-watch for all anime fans!,https://picsum.photos/seed/28431/225/320
6201,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,12,7.03,104098,Princess Lover!,completed,Discover the epic story of Princess Lover!. A must-watch for all anime fans!,https://picsum.photos/seed/6201/225/320
1954,Rayearth,"Action, Adventure, Fantasy",OVA,3,7.03,9637,Rayearth,completed,Discover the epic story of Rayearth. A must-watch for all anime fans!,https://picsum.photos/seed/1954/225/320
1942,Rocket Girls,"Adventure, Sci-Fi",TV,12,7.03,4794,Rocket Girls,completed,Discover the epic story of Rocket Girls. A must-watch for all anime fans!,https://picsum.photos/seed/1942/225/320
28105,Shirobako Specials,"Adventure, Comedy",Special,2,7.03,11669,Shirobako Specials,completed,Discover the epic story of Shirobako Specials. A must-watch for all anime fans!,https://picsum.photos/seed/28105/225/320
33491,Shounen Maid Special,"Comedy, Shoujo, Slice of Life",OVA,1,7.03,2480,Shounen Maid Special,completed,Discover the epic story of Shounen Maid Special. A must-watch for all anime fans!,https://picsum.photos/seed/33491/225/320
508,Tottoko Hamtarou,"Adventure, Comedy, Kids",TV,296,7.03,29433,Tottoko Hamtarou,completed,Discover the epic story of Tottoko Hamtarou. A must-watch for all anime fans!,https://picsum.photos/seed/508/225/320
1549,1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,1,7.02,2078,1000-nen Joou: Queen Millennia,completed,Discover the epic story of 1000-nen Joou: Queen Millennia. A must-watch for all anime fans!,https://picsum.photos/seed/1549/225/320
2832,Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,15,7.02,12926,Ani*Kuri15,completed,Discover the epic story of Ani*Kuri15. A must-watch for all anime fans!,https://picsum.photos/seed/2832/225/320
971,Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,50,7.02,9331,Astro Boy: Tetsuwan Atom,completed,Discover the epic story of Astro Boy: Tetsuwan Atom. A must-watch for all anime fans!,https://picsum.photos/seed/971/225/320
4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,12,7.02,110748,Asu no Yoichi!,completed,Discover the epic story of Asu no Yoichi!. A must-watch for all anime fans!,https://picsum.photos/seed/4999/225/320
23369,Bakuman. 2nd Season Special,Comedy,Special,1,7.02,6812,Bakuman. 2nd Season Special,completed,Discover the epic story of Bakuman. 2nd Season Special. A must-watch for all anime fans!,https://picsum.photos/seed/23369/225/320
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,52,7.02,22429,Bakuten Shoot Beyblade G Revolution,completed,Discover the epic story of Bakuten Shoot Beyblade G Revolution. A must-watch for all anime fans!,https://picsum.photos/seed/1668/225/320
1186,Battle Athletess Daiundoukai (TV),"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,26,7.02,4806,Battle Athletess Daiundoukai (TV),completed,Discover the epic story of Battle Athletess Daiundoukai (TV). A must-watch for all anime fans!,https://picsum.photos/seed/1186/225/320
8440,Black Lagoon Omake,Comedy,Special,7,7.02,33923,Black Lagoon Omake,completed,Discover the epic story of Black Lagoon Omake. A must-watch for all anime fans!,https://picsum.photos/seed/8440/225/320
3456,Candyâ˜†Boy: Side Story For Archive,"Romance, School, Shoujo Ai",ONA,1,7.02,20294,Candyâ˜†Boy: Side Story For Archive,completed,Discover the epic story of Candyâ˜†Boy: Side Story For Archive. A must-watch for all anime fans!,https://picsum.photos/seed/3456/225/320
2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,1,7.02,2819,Captain Tsubasa: Europe Daikessen,completed,Discover the epic story of Captain Tsubasa: Europe Daikessen. A must-watch for all anime fans!,https://picsum.photos/seed/2118/225/320
1890,Clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,1,7.02,8524,Clover,completed,Discover the epic story of Clover. A must-watch for all anime fans!,https://picsum.photos/seed/1890/225/320
